location_id,age_group_id,draw,value
159,8,draw_0,0.2906968704654845
159,9,draw_0,0.2917415722319149
159,10,draw_0,0.2484896693470607
159,11,draw_0,0.2133176378727476
159,12,draw_0,0.2527361296410866
159,13,draw_0,0.2782289311043707
159,14,draw_0,0.1749416156009915
159,15,draw_0,0.1835939800470689
166,8,draw_0,0.1715160219082225
166,9,draw_0,0.1707422841430147
166,10,draw_0,0.155334505607229
166,11,draw_0,0.1710897210489285
166,12,draw_0,0.1888870119988898
166,13,draw_0,0.1593949185256797
166,14,draw_0,0.1513063189064528
166,15,draw_0,0.1865307644173504
159,8,draw_1,0.3307918728265155
159,9,draw_1,0.3147226743522708
159,10,draw_1,0.3021210622162847
159,11,draw_1,0.2813357155492094
159,12,draw_1,0.2945609895414179
159,13,draw_1,0.2110725775409316
159,14,draw_1,0.3271026826460889
159,15,draw_1,0.2022404410087609
166,8,draw_1,0.2161768214078833
166,9,draw_1,0.2117388325918067
166,10,draw_1,0.1866493416713274
166,11,draw_1,0.1620127357353911
166,12,draw_1,0.177513929760767
166,13,draw_1,0.1631599267725159
166,14,draw_1,0.1629230615242928
166,15,draw_1,0.1747304680043019
159,8,draw_10,0.3464781037667307
159,9,draw_10,0.3391262230948199
159,10,draw_10,0.3160421693981857
159,11,draw_10,0.3138116209469058
159,12,draw_10,0.3341878187996767
159,13,draw_10,0.2777742767117945
159,14,draw_10,0.3333538214547029
159,15,draw_10,0.2801353418685864
166,8,draw_10,0.2177216310765043
166,9,draw_10,0.2165790655112921
166,10,draw_10,0.2315961868165912
166,11,draw_10,0.2043044735705969
166,12,draw_10,0.1468843965327292
166,13,draw_10,0.1586776536018392
166,14,draw_10,0.1756928167816854
166,15,draw_10,0.1432674108031319
159,8,draw_100,0.4865603224682912
159,9,draw_100,0.4819836793775484
159,10,draw_100,0.4679967466494261
159,11,draw_100,0.478403713743353
159,12,draw_100,0.4740984926219392
159,13,draw_100,0.4117243396219407
159,14,draw_100,0.542168720069775
159,15,draw_100,0.3925710098425021
166,8,draw_100,0.3502129053886192
166,9,draw_100,0.3442637410450497
166,10,draw_100,0.2708679430432158
166,11,draw_100,0.2626870882568494
166,12,draw_100,0.2390083703559788
166,13,draw_100,0.1801631933191735
166,14,draw_100,0.2127695348449265
166,15,draw_100,0.1677518074999509
159,8,draw_101,0.5644188828961568
159,9,draw_101,0.5580069803041108
159,10,draw_101,0.5093987360315967
159,11,draw_101,0.4759271243027407
159,12,draw_101,0.6013823282213625
159,13,draw_101,0.5695360860487407
159,14,draw_101,0.5422616542340474
159,15,draw_101,0.4963329972696141
166,8,draw_101,0.4317856296232246
166,9,draw_101,0.4331396056438059
166,10,draw_101,0.4214132262858231
166,11,draw_101,0.3412794445037423
166,12,draw_101,0.3144684791064016
166,13,draw_101,0.2580265288917991
166,14,draw_101,0.2409505909170818
166,15,draw_101,0.2363773293709456
159,8,draw_102,0.3534024857132767
159,9,draw_102,0.3497952195624698
159,10,draw_102,0.3024013144841247
159,11,draw_102,0.3200829981874675
159,12,draw_102,0.2689108345225849
159,13,draw_102,0.2729072141508888
159,14,draw_102,0.2267627759360351
159,15,draw_102,0.2035083930441107
166,8,draw_102,0.2316374548817329
166,9,draw_102,0.2321507234667625
166,10,draw_102,0.1836415859240386
166,11,draw_102,0.1798084998033193
166,12,draw_102,0.2361228287733483
166,13,draw_102,0.1688912091472233
166,14,draw_102,0.1777983221151653
166,15,draw_102,0.1853260068851819
159,8,draw_103,0.3578610561797958
159,9,draw_103,0.3415731798711251
159,10,draw_103,0.3180604357590664
159,11,draw_103,0.2807299565398326
159,12,draw_103,0.2827241014705008
159,13,draw_103,0.3896398586772028
159,14,draw_103,0.266645183684325
159,15,draw_103,0.1703945158548145
166,8,draw_103,0.2241095713057161
166,9,draw_103,0.2194264256638973
166,10,draw_103,0.223917915458039
166,11,draw_103,0.1850737373796317
166,12,draw_103,0.1969410021393768
166,13,draw_103,0.1434374472943449
166,14,draw_103,0.1494156426519199
166,15,draw_103,0.1576474297059757
159,8,draw_104,0.2102652896304224
159,9,draw_104,0.205252527693849
159,10,draw_104,0.2286585091388217
159,11,draw_104,0.1085623918715168
159,12,draw_104,0.2652255684393308
159,13,draw_104,0.2255958497341194
159,14,draw_104,0.2738914761708707
159,15,draw_104,0.1727218357846942
166,8,draw_104,0.1414803843057824
166,9,draw_104,0.1427827512213625
166,10,draw_104,0.135579284837998
166,11,draw_104,0.1325918203881683
166,12,draw_104,0.1360436713453525
166,13,draw_104,0.1052370287692095
166,14,draw_104,0.1397209892883538
166,15,draw_104,0.1076549579620205
159,8,draw_105,0.4844384125746883
159,9,draw_105,0.4785045557900507
159,10,draw_105,0.4683526639140658
159,11,draw_105,0.4376136328281206
159,12,draw_105,0.4550146916480025
159,13,draw_105,0.4757609773932588
159,14,draw_105,0.4102788675300475
159,15,draw_105,0.3757042468916609
166,8,draw_105,0.327413678177453
166,9,draw_105,0.3300058423589176
166,10,draw_105,0.3077373665251463
166,11,draw_105,0.2130186422467643
166,12,draw_105,0.2054465261272401
166,13,draw_105,0.183063316097119
166,14,draw_105,0.1662407901546654
166,15,draw_105,0.1742881613500016
159,8,draw_106,0.304055430890832
159,9,draw_106,0.2904617369152206
