location_id,age_group_id,draw,value
159,8,draw_0,0.1442912363746148
159,9,draw_0,0.1448097879134725
159,10,draw_0,0.1233411338725224
159,11,draw_0,0.1058830308695247
159,12,draw_0,0.1254489206025947
159,13,draw_0,0.1381026097733785
159,14,draw_0,0.0868345846586498
159,15,draw_0,0.0911293001865093
166,8,draw_0,0.0851342459227864
166,9,draw_0,0.0847501909496703
166,10,draw_0,0.0771023362921543
166,11,draw_0,0.084922645853076
166,12,draw_0,0.093756566600749
166,13,draw_0,0.0791177759467215
166,14,draw_0,0.0751028925469497
166,15,draw_0,0.0925870119502273
159,8,draw_1,0.1621892850709271
159,9,draw_1,0.1543104584542664
159,10,draw_1,0.1481318106972564
159,11,draw_1,0.1379406276821515
159,12,draw_1,0.1444250606742171
159,13,draw_1,0.1034901799639904
159,14,draw_1,0.1603804524876433
159,15,draw_1,0.0991597292260038
166,8,draw_1,0.1059928220529112
166,9,draw_1,0.103816848903747
166,10,draw_1,0.091515317549861
166,11,draw_1,0.0794358384829153
166,12,draw_1,0.087036169032874
166,13,draw_1,0.0799983132878771
166,14,draw_1,0.0798821768032071
166,15,draw_1,0.0856714206536413
159,8,draw_10,0.1587703076930387
159,9,draw_10,0.1554013780443483
159,10,draw_10,0.1448233291911233
159,11,draw_10,0.1438012015008483
159,12,draw_10,0.153138401074293
159,13,draw_10,0.1272874300086655
159,14,draw_10,0.1527562296942343
159,15,draw_10,0.1283693657424156
166,8,draw_10,0.0997688742279652
166,9,draw_10,0.0992453043850919
166,10,draw_10,0.1061267579153018
166,11,draw_10,0.0936205889469621
166,12,draw_10,0.067308382778811
166,13,draw_10,0.0727125310733489
166,14,draw_10,0.0805095683583666
166,15,draw_10,0.0656509333441532
159,8,draw_100,0.2297286658684223
159,9,draw_100,0.2275678112675813
159,10,draw_100,0.2209639037008432
159,11,draw_100,0.2258775363088128
159,12,draw_100,0.2238448331498835
159,13,draw_100,0.1943949781336099
159,14,draw_100,0.2559840804638083
159,15,draw_100,0.1853517645915622
166,8,draw_100,0.1653524543815934
166,9,draw_100,0.1625435661008001
166,10,draw_100,0.1278898593008414
166,11,draw_100,0.1240272820027146
166,12,draw_100,0.1128474138103257
166,13,draw_100,0.0850637590624863
166,14,draw_100,0.1004587902470308
166,15,draw_100,0.0792037434094137
159,8,draw_101,0.2675170963757488
159,9,draw_101,0.2644780528291071
159,10,draw_101,0.2414392482076492
159,11,draw_101,0.2255747393259231
159,12,draw_101,0.2850366264005124
159,13,draw_101,0.269942492425434
159,14,draw_101,0.2570152551811275
159,15,draw_101,0.2352464920800114
166,8,draw_101,0.2046530358815642
166,9,draw_101,0.2052947786448993
166,10,draw_101,0.199736837456342
166,11,draw_101,0.1617559029526071
166,12,draw_101,0.1490483344578676
166,13,draw_101,0.1222965954697639
166,14,draw_101,0.1142031289268857
166,15,draw_101,0.1120355443777799
159,8,draw_102,0.1706705775977872
159,9,draw_102,0.1689285010069432
159,10,draw_102,0.146040305588594
159,11,draw_102,0.1545794169207063
159,12,draw_102,0.129866566607877
159,13,draw_102,0.1317965598791071
159,14,draw_102,0.1095117762643024
159,15,draw_102,0.0982814111132637
166,8,draw_102,0.111865931384595
166,9,draw_102,0.1121138069638881
166,10,draw_102,0.0886870262878059
166,11,draw_102,0.08683589323512
166,12,draw_102,0.1140320773053826
166,13,draw_102,0.0815635468951722
166,14,draw_102,0.0858651072305479
166,15,draw_102,0.0895004928308494
159,8,draw_103,0.1584812300505698
159,9,draw_103,0.1512680320014007
159,10,draw_103,0.1408552515538094
159,11,draw_103,0.1243231920774382
159,12,draw_103,0.1252063128754516
159,13,draw_103,0.1725546913069766
159,14,draw_103,0.1180856535451587
159,15,draw_103,0.0754603832974071
166,8,draw_103,0.0992484650489359
166,9,draw_103,0.0971745017913958
166,10,draw_103,0.0991635889386084
166,11,draw_103,0.0819611775114302
166,12,draw_103,0.0872166773317718
166,13,draw_103,0.0635222600782257
166,14,draw_103,0.0661697450095704
166,15,draw_103,0.0698152485236093
159,8,draw_104,0.1057896695139963
159,9,draw_104,0.1032676249599259
159,10,draw_104,0.1150437533264603
159,11,draw_104,0.0546204253584755
159,12,draw_104,0.1334415455883167
159,13,draw_104,0.1135028536048426
159,14,draw_104,0.1378015781765282
159,15,draw_104,0.0869006289988712
166,8,draw_104,0.0711822817961504
166,9,draw_104,0.0718375348140277
166,10,draw_104,0.0682132926512307
166,11,draw_104,0.0667102253718532
166,12,draw_104,0.0684469369927486
166,13,draw_104,0.0529473529068813
166,14,draw_104,0.0702970866326239
166,15,draw_104,0.0541638729072357
159,8,draw_105,0.2590253048202445
159,9,draw_105,0.2558525195445446
159,10,draw_105,0.2504243849882789
159,11,draw_105,0.2339884734456773
159,12,draw_105,0.2432926789917641
159,13,draw_105,0.254385550344579
159,14,draw_105,0.2193727953125325
159,15,draw_105,0.2008860250287626
166,8,draw_105,0.1750654481371393
166,9,draw_105,0.1764514573796341
166,10,draw_105,0.1645446832861665
166,11,draw_105,0.1138993467654793
166,12,draw_105,0.1098505974609603
166,13,draw_105,0.0978824759197855
166,14,draw_105,0.0888876072285693
166,15,draw_105,0.0931904715819452
159,8,draw_106,0.1267104872896199
159,9,draw_106,0.1210455215869216
159,10,draw_106,0.1089715328862386
159,11,draw_106,0.1078019476004856
159,12,draw_106,0.1143267583542754
159,13,draw_106,0.0843221052240194
159,14,draw_106,0.1045662702063645
159,15,draw_106,0.0880180524607486
166,8,draw_106,0.0657021528074905
166,9,draw_106,0.0663666701257922
166,10,draw_106,0.079339625562716
166,11,draw_106,0.0750450036483132
166,12,draw_106,0.0774958262595419
166,13,draw_106,0.0744600402002143
166,14,draw_106,0.0809615310738362
166,15,draw_106,0.079179268560638
159,8,draw_107,0.1660740903306765
159,9,draw_107,0.1635504160793799
159,10,draw_107,0.1332310572884054
159,11,draw_107,0.1193424764627647
159,12,draw_107,0.1139976507582548
159,13,draw_107,0.1188130466491937
159,14,draw_107,0.1482492697556457
159,15,draw_107,0.0953074377494537
166,8,draw_107,0.0882623964261611
166,9,draw_107,0.0887294507041895
166,10,draw_107,0.0776553199588041
166,11,draw_107,0.072142081705462
166,12,draw_107,0.0728974003217036
166,13,draw_107,0.0646222788438291
166,14,draw_107,0.0674776549814347
166,15,draw_107,0.0596034613492538
159,8,draw_108,0.1103008043769428
159,9,draw_108,0.1067638833883807
159,10,draw_108,0.1029816354275794
159,11,draw_108,0.0921498146422085
159,12,draw_108,0.1181138636748415
159,13,draw_108,0.1015719129326084
159,14,draw_108,0.0942025751878767
159,15,draw_108,0.0936890643435128
166,8,draw_108,0.0671013893869296
166,9,draw_108,0.067738331310171
166,10,draw_108,0.0669249025551684
166,11,draw_108,0.0645099660898727
166,12,draw_108,0.0695905811461663
166,13,draw_108,0.0754216831716375
166,14,draw_108,0.0880341630083011
166,15,draw_108,0.0675215944185412
159,8,draw_109,0.1168954610977246
159,9,draw_109,0.116122948625247
159,10,draw_109,0.0954482968971356
159,11,draw_109,0.0911483899049681
159,12,draw_109,0.0934499953958741
159,13,draw_109,0.1179053013679773
159,14,draw_109,0.0618254567865814
159,15,draw_109,0.0737112806057919
166,8,draw_109,0.0803777560756198
166,9,draw_109,0.0807517089389312
166,10,draw_109,0.0789523927982367
166,11,draw_109,0.0804179409188835
166,12,draw_109,0.0805429134386229
166,13,draw_109,0.0857497909190252
166,14,draw_109,0.1072998911220995
166,15,draw_109,0.0779978338595977
159,8,draw_11,0.2565042827616668
159,9,draw_11,0.2524561247603259
159,10,draw_11,0.2431350307781637
159,11,draw_11,0.2614746047306717
159,12,draw_11,0.2627713415098237
159,13,draw_11,0.2512369544005711
159,14,draw_11,0.2748406416224869
159,15,draw_11,0.2695063971103582
166,8,draw_11,0.1982934643022468
166,9,draw_11,0.199822320236979
166,10,draw_11,0.1795471717718364
166,11,draw_11,0.1690359025156222
166,12,draw_11,0.1535911253309675
166,13,draw_11,0.1398427301514401
166,14,draw_11,0.1361450568862877
166,15,draw_11,0.1600688158367801
159,8,draw_110,0.1725382973582317
159,9,draw_110,0.1717863927898331
159,10,draw_110,0.1960185821606373
159,11,draw_110,0.2348001707475008
159,12,draw_110,0.272638679439818
159,13,draw_110,0.2092844786770997
159,14,draw_110,0.1928529527630315
159,15,draw_110,0.2376894492406638
166,8,draw_110,0.1581366280807677
166,9,draw_110,0.1588260303931635
166,10,draw_110,0.1604217108591725
166,11,draw_110,0.1531568328166306
166,12,draw_110,0.1503167204871457
166,13,draw_110,0.1407440171851782
166,14,draw_110,0.1523673370071357
166,15,draw_110,0.1363438890179129
159,8,draw_111,0.2097412854871442
159,9,draw_111,0.1960148899651131
159,10,draw_111,0.1828872808500995
159,11,draw_111,0.1582873651456042
159,12,draw_111,0.1758022684792635
159,13,draw_111,0.2143613207649849
159,14,draw_111,0.205053989070236
159,15,draw_111,0.1825627179710978
166,8,draw_111,0.1385314996537918
166,9,draw_111,0.1396935593640558
166,10,draw_111,0.129500219108919
166,11,draw_111,0.1151924832331933
166,12,draw_111,0.1044507482450074
166,13,draw_111,0.0835671551402582
166,14,draw_111,0.0838516787791712
166,15,draw_111,0.0757774496523564
159,8,draw_112,0.096531266811751
159,9,draw_112,0.0945645348082961
159,10,draw_112,0.1163456596463369
159,11,draw_112,0.0667295959900053
159,12,draw_112,0.1113066922889355
159,13,draw_112,0.0903115985064943
159,14,draw_112,0.0432803498219815
159,15,draw_112,0.132905329832957
166,8,draw_112,0.0555141432100721
166,9,draw_112,0.0557325747814579
166,10,draw_112,0.0570032089918494
166,11,draw_112,0.0565903467306958
166,12,draw_112,0.0810024101677144
166,13,draw_112,0.0568004453905272
166,14,draw_112,0.0567852561139011
166,15,draw_112,0.0498913414649517
159,8,draw_113,0.1863136516835877
159,9,draw_113,0.1826478586515774
159,10,draw_113,0.1781081356156298
159,11,draw_113,0.1589898769314225
159,12,draw_113,0.1382544554936408
159,13,draw_113,0.2094627760682811
159,14,draw_113,0.1806506526607287
159,15,draw_113,0.1311747067214704
166,8,draw_113,0.1383266643529876
166,9,draw_113,0.1395685220764432
166,10,draw_113,0.108786844562508
166,11,draw_113,0.1013560618162331
166,12,draw_113,0.0754583165186712
166,13,draw_113,0.0833483801186225
166,14,draw_113,0.0730098034706819
166,15,draw_113,0.0676847882426151
159,8,draw_114,0.1364325845588281
159,9,draw_114,0.1294658412595817
159,10,draw_114,0.1173924839524072
159,11,draw_114,0.0773989436640638
159,12,draw_114,0.0858834981455856
159,13,draw_114,0.0754087826061798
159,14,draw_114,0.0798330290061223
159,15,draw_114,0.1139161661900669
166,8,draw_114,0.0803412912493559
166,9,draw_114,0.0801658819904785
166,10,draw_114,0.0836247379746121
166,11,draw_114,0.0759171522866775
